	CS1-bacterial	CS2-bacterial	CS3-bacterial	FS1-bacterial	FS2-bacterial	FS3-bacterial	SC1-bacterial	SC2-bacterial	SC3-bacterial	WS1-bacterial	WS2-bacterial	WS3-bacterial
ASV_16237	4	0	7	0	0	0	0	0	0	0	0	0
ASV_16238	4	4	3	0	0	0	0	0	0	0	0	0
ASV_16239	4	0	0	0	0	0	0	0	0	0	7	0
ASV_16240	4	0	7	0	0	0	0	0	0	0	0	0
ASV_16241	4	4	2	0	0	0	0	0	0	0	1	0
ASV_16242	3	0	0	0	0	0	2	3	0	3	0	0
ASV_16243	3	7	1	0	0	0	0	0	0	0	0	0
ASV_16244	3	1	0	3	0	0	0	1	0	0	2	1
ASV_16245	2	0	9	0	0	0	0	0	0	0	0	0
ASV_16246	1	3	1	0	0	0	0	0	0	0	4	2
ASV_16247	1	3	0	0	0	0	0	2	5	0	0	0
ASV_16248	0	11	0	0	0	0	0	0	0	0	0	0
ASV_16249	0	11	0	0	0	0	0	0	0	0	0	0
ASV_16250	0	11	0	0	0	0	0	0	0	0	0	0
ASV_16251	0	11	0	0	0	0	0	0	0	0	0	0
ASV_16252	0	11	0	0	0	0	0	0	0	0	0	0
ASV_16253	0	11	0	0	0	0	0	0	0	0	0	0
ASV_16254	0	11	0	0	0	0	0	0	0	0	0	0
ASV_16255	0	11	0	0	0	0	0	0	0	0	0	0
ASV_16256	0	11	0	0	0	0	0	0	0	0	0	0
ASV_16257	0	11	0	0	0	0	0	0	0	0	0	0
ASV_16258	0	11	0	0	0	0	0	0	0	0	0	0
ASV_16259	0	11	0	0	0	0	0	0	0	0	0	0
ASV_16260	0	11	0	0	0	0	0	0	0	0	0	0
ASV_16261	0	11	0	0	0	0	0	0	0	0	0	0
ASV_16262	0	7	0	0	0	0	0	0	0	4	0	0
ASV_16263	0	6	0	0	0	0	0	0	0	5	0	0
ASV_16264	0	6	0	0	0	0	0	0	0	0	5	0
ASV_16265	0	5	1	0	0	0	0	0	0	1	1	3
ASV_16266	0	4	0	0	0	7	0	0	0	0	0	0
ASV_16267	0	4	0	0	7	0	0	0	0	0	0	0
ASV_16268	0	4	7	0	0	0	0	0	0	0	0	0
ASV_16269	0	4	0	0	0	0	0	7	0	0	0	0
ASV_16270	0	4	0	0	0	0	0	0	0	5	0	2
ASV_16271	0	3	0	0	0	0	0	0	0	0	0	8
ASV_16272	0	3	0	0	0	0	3	1	0	0	0	4
ASV_16273	0	1	4	0	0	0	0	0	0	2	4	0
ASV_16274	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16275	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16276	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16277	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16278	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16279	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16280	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16281	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16282	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16283	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16284	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16285	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16286	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16287	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16288	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16289	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16290	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16291	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16292	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16293	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16294	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16295	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16296	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16297	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16298	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16299	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16300	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16301	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16302	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16303	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16304	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16305	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16306	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16307	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16308	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16309	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16310	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16311	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16312	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16313	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16314	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16315	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16316	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16317	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16318	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16319	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16320	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16321	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16322	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16323	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16324	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16325	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16326	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16327	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16328	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16329	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16330	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16331	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16332	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16333	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16334	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16335	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16336	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16337	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16338	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16339	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16340	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16341	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16342	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16343	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16344	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16345	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16346	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16347	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16348	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16349	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16350	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16351	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16352	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16353	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16354	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16355	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16356	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16357	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16358	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16359	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16360	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16361	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16362	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16363	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16364	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16365	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16366	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16367	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16368	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16369	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16370	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16371	0	0	11	0	0	0	0	0	0	0	0	0
ASV_16372	0	0	8	3	0	0	0	0	0	0	0	0
ASV_16373	0	0	7	0	4	0	0	0	0	0	0	0
ASV_16374	0	0	7	0	0	0	0	0	0	0	4	0
ASV_16375	0	0	6	0	0	0	0	0	0	0	0	5
ASV_16376	0	0	6	0	0	0	0	0	0	5	0	0
ASV_16377	0	0	6	0	0	0	0	0	0	0	0	5
ASV_16378	0	0	6	0	0	0	0	0	0	0	0	5
ASV_16379	0	0	6	0	0	0	0	0	0	0	5	0
ASV_16380	0	0	6	0	0	0	0	0	0	5	0	0
ASV_16381	0	0	6	0	0	0	0	0	5	0	0	0
ASV_16382	0	0	6	0	0	0	0	0	0	5	0	0
ASV_16383	0	0	6	0	0	0	0	0	0	5	0	0
ASV_16384	0	0	6	0	0	0	0	0	0	5	0	0
ASV_16385	0	0	5	0	0	0	0	0	0	6	0	0
ASV_16386	0	0	5	0	6	0	0	0	0	0	0	0
ASV_16387	0	0	5	0	0	0	0	0	0	6	0	0
ASV_16388	0	0	5	0	0	0	0	0	0	0	6	0
ASV_16389	0	0	5	0	0	0	0	0	0	4	2	0
ASV_16390	0	0	5	0	0	0	0	0	0	6	0	0
ASV_16391	0	0	5	0	0	0	0	0	0	1	5	0
ASV_16392	0	0	5	0	0	0	0	0	0	6	0	0
ASV_16393	0	0	4	0	0	0	0	7	0	0	0	0
ASV_16394	0	0	4	0	0	0	0	0	0	0	0	7
ASV_16395	0	0	4	0	0	0	0	0	0	0	7	0
ASV_16396	0	0	4	0	0	0	0	0	0	0	7	0
ASV_16397	0	0	4	0	0	0	0	0	0	7	0	0
ASV_16398	0	0	4	0	0	0	0	0	0	0	3	4
ASV_16399	0	0	3	0	0	0	0	0	0	8	0	0
ASV_16400	0	0	2	9	0	0	0	0	0	0	0	0
ASV_16401	0	0	2	0	0	0	0	0	0	5	0	4
ASV_16402	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16403	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16404	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16405	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16406	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16407	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16408	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16409	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16410	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16411	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16412	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16413	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16414	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16415	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16416	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16417	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16418	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16419	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16420	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16421	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16422	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16423	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16424	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16425	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16426	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16427	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16428	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16429	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16430	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16431	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16432	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16433	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16434	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16435	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16436	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16437	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16438	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16439	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16440	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16441	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16442	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16443	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16444	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16445	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16446	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16447	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16448	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16449	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16450	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16451	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16452	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16453	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16454	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16455	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16456	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16457	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16458	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16459	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16460	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16461	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16462	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16463	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16464	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16465	0	0	0	11	0	0	0	0	0	0	0	0
ASV_16466	0	0	0	8	0	0	0	0	0	0	0	3
ASV_16467	0	0	0	8	3	0	0	0	0	0	0	0
ASV_16468	0	0	0	7	0	4	0	0	0	0	0	0
ASV_16469	0	0	0	7	4	0	0	0	0	0	0	0
ASV_16470	0	0	0	7	3	1	0	0	0	0	0	0
ASV_16471	0	0	0	7	4	0	0	0	0	0	0	0
ASV_16472	0	0	0	7	0	0	0	0	0	0	0	4
ASV_16473	0	0	0	7	4	0	0	0	0	0	0	0
ASV_16474	0	0	0	7	0	0	0	0	0	4	0	0
ASV_16475	0	0	0	7	0	4	0	0	0	0	0	0
ASV_16476	0	0	0	7	0	4	0	0	0	0	0	0
ASV_16477	0	0	0	6	0	0	0	0	0	0	0	5
ASV_16478	0	0	0	6	0	2	0	0	0	0	3	0
ASV_16479	0	0	0	6	5	0	0	0	0	0	0	0
ASV_16480	0	0	0	5	6	0	0	0	0	0	0	0
ASV_16481	0	0	0	5	6	0	0	0	0	0	0	0
ASV_16482	0	0	0	5	0	6	0	0	0	0	0	0
ASV_16483	0	0	0	5	1	5	0	0	0	0	0	0
ASV_16484	0	0	0	5	6	0	0	0	0	0	0	0
ASV_16485	0	0	0	4	1	0	0	0	0	4	2	0
ASV_16486	0	0	0	4	7	0	0	0	0	0	0	0
ASV_16487	0	0	0	4	7	0	0	0	0	0	0	0
ASV_16488	0	0	0	4	7	0	0	0	0	0	0	0
ASV_16489	0	0	0	4	3	4	0	0	0	0	0	0
ASV_16490	0	0	0	2	0	6	0	0	0	0	3	0
ASV_16491	0	0	0	2	2	6	0	1	0	0	0	0
ASV_16492	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16493	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16494	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16495	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16496	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16497	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16498	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16499	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16500	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16501	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16502	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16503	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16504	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16505	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16506	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16507	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16508	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16509	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16510	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16511	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16512	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16513	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16514	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16515	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16516	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16517	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16518	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16519	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16520	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16521	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16522	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16523	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16524	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16525	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16526	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16527	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16528	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16529	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16530	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16531	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16532	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16533	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16534	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16535	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16536	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16537	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16538	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16539	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16540	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16541	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16542	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16543	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16544	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16545	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16546	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16547	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16548	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16549	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16550	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16551	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16552	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16553	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16554	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16555	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16556	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16557	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16558	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16559	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16560	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16561	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16562	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16563	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16564	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16565	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16566	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16567	0	0	0	0	11	0	0	0	0	0	0	0
ASV_16568	0	0	0	0	6	0	0	5	0	0	0	0
ASV_16569	0	0	0	0	5	6	0	0	0	0	0	0
ASV_16570	0	0	0	0	5	0	0	0	0	0	6	0
ASV_16571	0	0	0	0	5	6	0	0	0	0	0	0
ASV_16572	0	0	0	0	4	0	7	0	0	0	0	0
ASV_16573	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16574	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16575	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16576	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16577	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16578	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16579	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16580	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16581	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16582	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16583	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16584	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16585	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16586	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16587	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16588	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16589	0	0	0	0	0	11	0	0	0	0	0	0
ASV_16590	0	0	0	0	0	6	2	0	0	0	0	3
ASV_16591	0	0	0	0	0	5	6	0	0	0	0	0
ASV_16592	0	0	0	0	0	5	0	0	0	0	0	6
ASV_16593	0	0	0	0	0	4	0	7	0	0	0	0
ASV_16594	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16595	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16596	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16597	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16598	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16599	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16600	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16601	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16602	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16603	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16604	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16605	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16606	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16607	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16608	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16609	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16610	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16611	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16612	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16613	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16614	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16615	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16616	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16617	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16618	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16619	0	0	0	0	0	0	11	0	0	0	0	0
ASV_16620	0	0	0	0	0	0	7	4	0	0	0	0
ASV_16621	0	0	0	0	0	0	7	4	0	0	0	0
ASV_16622	0	0	0	0	0	0	5	1	4	0	0	1
ASV_16623	0	0	0	0	0	0	4	7	0	0	0	0
ASV_16624	0	0	0	0	0	0	4	7	0	0	0	0
ASV_16625	0	0	0	0	0	0	3	0	4	0	4	0
ASV_16626	0	0	0	0	0	0	3	0	4	0	0	4
ASV_16627	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16628	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16629	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16630	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16631	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16632	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16633	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16634	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16635	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16636	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16637	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16638	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16639	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16640	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16641	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16642	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16643	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16644	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16645	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16646	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16647	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16648	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16649	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16650	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16651	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16652	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16653	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16654	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16655	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16656	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16657	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16658	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16659	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16660	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16661	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16662	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16663	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16664	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16665	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16666	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16667	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16668	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16669	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16670	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16671	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16672	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16673	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16674	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16675	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16676	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16677	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16678	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16679	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16680	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16681	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16682	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16683	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16684	0	0	0	0	0	0	0	11	0	0	0	0
